uid;age;attraction_coeff;coins;country;visit_days;gender;age_filter_start;age_filter_end;views_count;was_premium;is_premium;total_revenue
892260060;55;422;;Israel;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28;1;35;55;483;1.0;1.0;5525
891884100;21;0;;Portugal;;1;25;45;0;;;0
892282938;19;971;;Spain;1,4,5;1;16;22;35;;;0
891254652;28;500;;Argentina;1;1;19;31;2;;;0
891516264;21;363;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14;1;18;24;11;1.0;1.0;0
892180803;27;318;;United States of America;1,2,3,4,5,6,7;1;24;30;22;;;0
891299754;21;0;;Argentina;;1;18;24;0;;;0
892239492;18;0;;United States of America;1,3;1;18;33;7;;;0
892219506;39;636;;United States of America;;1;36;42;22;;;0
891102627;32;0;;United States of America;;1;29;35;0;;;0
891301251;19;1000;;United States of America;1,2,3,4,5;1;16;22;1;;;0
892204632;26;272;;United States of America;;1;23;29;11;;;0
891858315;30;238;;United Arab Emirates;1,2;1;16;30;21;;;0
891513039;24;0;;France;1,2;1;21;27;0;;;0
891862296;18;166;;Argentina;1,2;1;18;21;6;;;0
891163557;36;430;;United States of America;1,2,3,5,6;1;33;39;100;;;0
892335441;39;375;;Portugal;1,2,3,4,7,8,9,10,11,12,13,14;1;25;45;8;;;0
891591798;38;0;;Chile;1,2;1;35;41;2;;;0
891413574;53;454;;United States of America;10;1;29;48;33;;;0
892437792;28;510;;United States of America;1,2;1;25;31;47;;;0
891367503;37;600;;Italy;1,2,3,4,5,6,8,9;1;20;40;5;;;0
892231356;36;384;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27;1;33;39;65;;;0
891193794;41;142;;Germany;;1;38;44;14;;;0
892285764;28;333;;Portugal;1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,18,20,21,22,23,24,25,27,28,29;1;25;31;3;;;0
891212223;38;1000;;United States of America;3,4,5,6;1;35;41;4;;;0
891767595;21;0;;Australia;2,3,5,8,9,12,14,15,17,19;1;18;24;0;;;0
892117428;27;0;;Argentina;1;1;24;30;1;;;0
891830988;19;533;;United States of America;1,2;0;16;22;163;;;0
891420852;45;400;;Argentina;1,2,3,4,5,6,7,8,9,10;1;30;41;5;;;0
891731934;33;52;;Israel;1;1;31;40;19;;;0
892354467;29;0;;Chile;;1;26;32;4;;;0
892103967;24;600;;Spain;1;1;21;27;5;;;0
892345077;30;428;;United States of America;;1;27;33;7;;;0
891888996;30;285;;United States of America;;0;27;65;231;;;0
892334292;18;913;;United States of America;1,4,5,9;1;15;21;23;;;0
891908676;51;95;;Switzerland;1,2;1;39;51;42;;;0
892140927;27;0;28.0;France;;1;24;30;0;;;3965
892151319;28;0;;United Kingdom (Great Britain);;1;25;31;0;;;0
892078629;40;130;;Italy;1,2,3,5;1;18;57;23;;;0
891704028;21;142;;Germany;1,2,3,4,5,6;1;18;24;7;;;0
891130755;38;0;;Italy;;1;25;51;0;;;0
891369705;33;0;;United States of America;1,2;1;26;99;0;;;0
891115290;37;222;;United States of America;1,2;1;34;40;9;;;0
891841140;22;333;;Italy;1,4;1;19;25;3;;;0
891687783;50;166;;Chile;2,3,4,5,6,7,8,9;1;40;53;6;;;0
892392591;28;125;;Spain;1,2,3;1;25;31;8;;;0
891696738;28;525;;United Arab Emirates;1,2,3,4,7,8,9,10,11,12,13,14,15,16,17;1;28;88;135;;;0
892324530;39;375;;Italy;1,2,3,4,5,6,7;1;36;42;8;;;0
891672816;33;369;;United States of America;1;0;25;90;138;;;0
891291495;36;1000;;United States of America;;1;33;39;2;;;0
891876726;23;454;;Argentina;1,2,3,4,5,6;1;20;26;11;;;0
892123884;32;571;;United States of America;1,3;1;29;35;7;;;0
891324615;37;928;;United States of America;1,2,3,4,5,7,8,10;1;32;40;14;;;0
891949824;23;447;;United States of America;;0;20;26;96;;;0
892407825;37;250;;Israel;1,2;1;28;40;20;;;0
891890379;32;0;;Italy;1;1;29;35;20;;;0
891743775;32;0;;Spain;1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18;1;19;60;11;;;0
892214289;32;582;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28;1;26;44;237;;;0
891719682;48;139;;France;1;1;20;42;79;1.0;1.0;12662
892092678;39;66;;Germany;;1;36;42;15;;;0
892085949;18;0;;Spain;;1;15;21;4;;;0
892178187;40;0;;United States of America;3;1;37;43;8;;;0
892293333;21;148;;United States of America;4;0;18;24;451;;;0
891718737;22;0;;Spain;;1;19;25;0;;;0
891770454;19;250;;United States of America;1,2,3,4,5,6;1;16;99;8;1.0;;0
891693345;35;0;;Germany;4,5,7,8,10,11,12,13,14,15,16;1;25;35;8;;;0
891228663;19;333;;United States of America;;1;16;22;3;;;0
891612000;16;0;;Argentina;7,8,9,10,11,12,13,14,15,16;1;16;20;0;;;0
891135042;24;0;;Spain;1,2,3,4,5,6;1;21;27;0;;;0
891610077;31;500;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;1;28;34;14;;;0
891387540;30;615;;Spain;;1;27;33;13;;;0
892014678;36;0;;France;1,2,3,4;1;33;39;2;;;0
891313710;16;0;;United States of America;;1;25;40;0;;;0
892238688;26;1000;;Spain;1,2,3,4;1;23;29;1;;;0
892423047;46;578;;United States of America;1,2,3;1;16;33;19;1.0;;0
891292740;20;1000;;Argentina;1,2,7;1;17;23;3;;;0
891289233;50;0;;Spain;1,2,3,4,5,6,7,8;1;47;62;0;;;0
891209679;43;0;;Canada;1,2,3,4,5,6,7,8;1;36;60;2;;;0
892384410;27;100;;Chile;;1;16;27;10;;;0
891653013;27;545;;United States of America;2,3,4,6,7,8,9,10,11,12,13,14,16;1;24;30;11;;;0
891823317;19;500;;United States of America;;1;16;22;2;;;0
891872208;45;40;;Italy;6;1;39;47;25;;;0
891910113;20;750;;United States of America;1,2,3;1;17;23;4;;;0
892155372;24;0;;Argentina;2,3,4;1;16;27;2;;;0
891086280;29;500;;United States of America;1,2;1;26;32;2;;;0
891322806;37;95;;Israel;1,2,3,4,5,6,7,8,9;1;16;60;42;;;0
891336570;16;540;;Chile;1,2,3,4,5,6,7,8,9;1;20;39;37;;;0
891672921;21;250;;Argentina;2,4,5,6,7,8,10,11,12,13,15,16;1;18;24;4;;;0
891857136;28;800;;United States of America;;1;25;31;5;1.0;;0
891480843;41;1000;;Italy;;1;38;44;1;1.0;;0
892050792;29;0;;Chile;4,5;1;26;32;0;;;0
891981447;31;41;;Argentina;1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,23;1;28;55;24;;;0
892105335;26;266;;United States of America;1;1;23;29;15;1.0;1.0;9087
892273677;19;285;;Canada;;1;16;22;7;;;0
891865725;34;0;;France;1,2,4,5,6,7,9;1;31;37;0;;;0
891342531;29;1000;;Argentina;1,2,3,4,5,7,9;1;26;32;1;;;0
891572880;55;111;;Argentina;2,4,7,9;1;37;55;45;;;0
892160736;27;333;;United States of America;;1;16;20;3;;;0
892283268;23;80;;Argentina;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30;1;20;26;25;;;0
892304853;42;311;;Spain;1,2,11,12,14,15,16,17,18,19,20,21,22,24;1;39;45;93;;;0
892430742;17;0;;United States of America;1,2,10,12,13,15;1;16;33;0;;;0
891293994;41;0;;Argentina;2,8;1;35;41;0;;;0
891419613;26;500;;United States of America;;1;23;30;8;;;0
892229022;50;90;;United Kingdom (Great Britain);;1;47;53;11;;;0
891518670;55;857;;Argentina;1,4,5,6,7,8,9,10,11;1;24;70;28;;;0
892154403;29;437;;Spain;1,9,11;1;26;38;16;;;0
891616704;29;0;;Belgium;;1;20;35;0;;;0
891280509;32;20;;United States of America;1,2,3,4,5,6,7;0;16;37;2985;;;0
891472524;35;545;;Spain;1,2,3,4,5,6,7,8,9;1;32;38;11;;;0
891338148;36;333;;France;1,2,3,4,5,6;1;33;39;3;;;0
891919938;20;0;;United States of America;2,3,5,7,9,11,13,15,17,19,21;1;17;23;1;;;0
892080516;29;1000;;United States of America;1;1;26;32;5;;;0
891770511;47;166;;Chile;1,2,4,5;1;44;50;18;;;0
891501825;30;0;;Germany;1;1;27;33;0;;;0
892331544;46;0;;United States of America;1,2,3,4,5;1;43;49;0;;;0
891859332;25;0;;United States of America;;1;22;28;1;;;0
891081114;25;0;;Australia;;1;22;28;0;1.0;1.0;0
891581712;31;0;;Belgium;1,2,3;1;28;34;2;;;0
891651516;29;222;;Israel;1,2,3,4,5,6,7,8,9,11,12,14,15;1;22;32;18;;;0
891703035;29;200;;United States of America;;1;26;32;5;;;0
891528321;35;0;;Belgium;1,2,3;1;32;38;3;;;0
891391593;47;0;;Italy;1,2;1;30;61;0;;;0
892392798;21;428;;Belgium;1,2,3,4;1;18;24;14;;;0
892432473;27;615;;United States of America;1,2,3,4,5,6,7;1;24;30;39;;;0
892104777;31;500;;Chile;1,2,3,4,5,6,7,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25;1;28;46;4;;;0
891299097;24;545;;United States of America;1;1;21;27;11;;;0
891378360;18;0;;United States of America;1;1;15;21;3;;;0
892134339;41;333;;United Kingdom (Great Britain);;1;38;44;12;;;0
891529185;59;0;;France;1,2,3,5,6,8,9,10,11,12,14;1;50;62;3;;;0
891598782;16;0;;United States of America;;1;16;20;0;;;0
892091376;43;545;;United States of America;1,2;1;27;39;11;;;0
891471105;27;266;;Spain;2,3,4,5,6;1;24;30;15;;;0
892306848;52;500;;Chile;1,2,3,4,5,6,7,8,10,11,13;1;49;55;54;;;0
891808584;26;1000;;United States of America;;1;23;29;2;;;0
891943473;38;0;;United Kingdom (Great Britain);1,2,3;1;17;58;20;;;0
891644871;25;0;;Israel;1,2,3,4,6,7,8,9,11,13,15;1;22;28;0;1.0;;0
891899625;27;0;;United States of America;;1;24;30;0;1.0;;0
892347597;34;260;;Italy;1;1;31;37;23;;;0
892127343;24;0;;Argentina;2;1;16;34;3;;;0
892324896;29;171;;United States of America;1;0;26;32;722;1.0;1.0;12727
891390570;56;0;;Belgium;1,2;1;50;59;0;;;0
892050186;26;0;;Canada;1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25;1;23;29;1;;;0
892135320;36;0;;Argentina;6,7,8,10,12,13,14,15,17,19,21,22,24;1;33;39;0;;;0
891232203;29;500;;Canada;;1;26;32;2;;;0
892307676;26;0;;Australia;;1;23;29;0;;;0
892189455;32;1000;;Canada;1;1;29;35;2;;;0
892001382;32;0;;Spain;;1;29;35;6;;;0
892062393;28;0;;Argentina;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25;1;25;31;10;;;0
892021263;25;0;;United Kingdom (Great Britain);;1;22;28;6;;;0
892039326;18;0;;United States of America;;1;18;21;8;;;0
891557766;34;555;;Argentina;1,2,3,4,5,6,7,8;1;19;30;18;;;0
891357336;43;333;;United States of America;2,4,6,7,8;1;40;46;3;;;0
891653919;33;111;;United States of America;1,3,6;1;30;36;18;;;0
892275345;19;0;;United Kingdom (Great Britain);;1;16;22;0;;;0
892346148;21;500;;Argentina;1,2,3;1;18;24;4;;;0
892113489;38;500;;United States of America;;1;27;40;8;;;0
891181293;28;0;;United States of America;1;1;25;31;0;;;0
891263544;22;600;;United States of America;;1;19;25;5;;;0
891433086;34;607;;United States of America;1,2,3,4,5,6,7,8,10;1;31;37;56;;;0
892364052;33;235;;Germany;;1;20;44;17;;;0
892322943;34;0;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26;1;31;37;0;;;0
891523596;37;0;;Switzerland;1,2,3,4,5,6;1;34;40;4;;;0
891836580;27;0;;France;;1;24;30;2;;;0
891456480;24;250;;United States of America;1,2;1;21;35;8;;;0
891324825;44;500;;United Kingdom (Great Britain);2;1;41;47;6;1.0;;0
891871923;32;0;;France;1,2,3,4,5,6,7,8;1;29;35;5;;;0
892222680;49;43;;Italy;26,27;1;46;52;91;;;0
891725991;34;0;;Belgium;1,2;1;28;38;1;;;0
891831840;45;735;;United States of America;1,2,3,4,5,8,9,10,11,12,13,14,19;1;28;38;53;;;0
891918888;34;500;;France;2;1;31;37;4;;;0
891077271;37;100;;Argentina;;1;30;39;10;;;0
891289167;53;904;;United States of America;;1;17;87;21;;;0
892101909;25;531;2.0;France;1,2,3,4,5,6,7,8,9,10,11,12,14,15,17,18,19,21,22,23,24;1;22;28;32;1.0;1.0;14508
891874332;38;222;;Chile;2,3,4,5,7;1;18;33;9;;;0
891340416;16;90;;Argentina;1,7;1;16;99;22;;;0
891333159;48;0;;United Kingdom (Great Britain);;1;35;47;0;;;0
891894921;27;722;;United States of America;1,2,3,4,5,6,7,8;1;24;30;18;;;0
892240821;18;333;;United States of America;1;1;13;19;3;;;0
891778359;34;0;;Germany;1;1;31;75;21;;;0
891050997;38;0;;United States of America;1,2,3,4;1;35;41;4;;;0
892212687;18;0;;United States of America;;1;18;21;8;;;0
891208836;27;620;;United Arab Emirates;1,2,3,4;1;16;39;29;;;0
891228363;27;1000;;Argentina;1;1;24;50;1;;;0
891800739;40;0;;United Kingdom (Great Britain);;1;37;43;0;;;0
891335283;29;428;;Argentina;2,3,4,5,6,7,8,9;1;19;32;21;1.0;1.0;10023
892060248;35;0;;Italy;1,2,3,4,5,6,8,10,15,22;1;32;38;0;;;0
891942381;36;333;;Germany;1,2,3,4,7;1;33;39;51;;;0
891390114;43;125;;Argentina;;1;35;42;8;;;0
891705120;39;222;;United States of America;11;0;20;57;270;1.0;1.0;9087
891747732;27;0;;United Kingdom (Great Britain);;1;24;30;16;;;0
891675969;42;0;;Chile;;1;39;45;10;;;0
891944907;39;150;;Spain;1,2,3,4,12;1;36;42;20;;;0
892063686;26;500;;United Arab Emirates;1,2,3,4,5,6;1;23;29;34;;;0
892287855;28;865;;Romania;1,3,4,6,7,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30;1;25;31;52;;;0
891950757;40;250;;Portugal;1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22;1;37;43;8;1.0;;0
892199799;24;895;;United States of America;1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27;1;16;26;441;;;0
891166980;52;0;;Belgium;1,2,3,4,5,6;1;49;55;0;;;0
891325704;27;0;;Germany;2,3,4,5,6,7,8,9;1;24;30;5;;;0
891717927;31;500;;United States of America;1,3,4,5,6;1;28;34;2;;;0
891693420;42;250;;Chile;;1;39;45;4;;;0
892182684;24;0;;Spain;2,3;1;16;36;1;;;0
891457566;27;0;;United Arab Emirates;1;1;24;30;0;;;0
891378708;27;666;;Australia;;1;24;30;3;;;0
891443598;52;500;;Australia;2,3,4,5,8,9;1;49;55;4;;;0
891104586;27;250;;Israel;1,2,3;1;24;30;4;;;0
891145071;31;500;;United Arab Emirates;1;1;28;34;8;;;0
891919737;45;562;;Belgium;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21;1;21;34;32;;;0
892360884;35;0;;United Kingdom (Great Britain);1,2,3,4,5,6,7;1;32;38;0;;;0
892339602;26;268;;United States of America;1,2,3,4,5,6,7;1;23;29;41;;;0
891135339;39;666;;United States of America;2,4,5;1;18;46;12;;;0
891515289;23;142;;Argentina;1,2,4,5,6,8,9,10,11,12;1;20;26;14;;;0
891314250;21;0;;Argentina;;1;18;24;5;;;0
891838902;46;0;;Spain;1,2,3,4,5,6,8,9,11,13,14,15,16,18,19,20;1;43;49;0;;;0
891190749;30;146;;Germany;1,2;1;27;33;41;;;0
892383063;32;0;;Argentina;1,2,3,5,6,7,8,9;1;20;50;0;;;0
891611691;34;425;;United Arab Emirates;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15;1;31;37;54;;;0
892077303;29;814;;France;1,2,3,4,5,6,7,8,9,10,11,12,14,15,17,19,20,21,22,24,25;1;26;32;27;;;0
891774516;37;413;;United States of America;1,11,18,19;0;35;41;295;;;0
891892797;37;258;;United States of America;;1;34;40;31;;;0
891054957;37;125;;Italy;2;1;34;40;8;;;0
892405224;31;250;;Israel;1,2,3,4,5,8;1;23;30;12;1.0;;8424
891638862;22;180;;Ukraine;1,4;1;19;25;94;;;0
892278252;23;0;;Spain;;1;20;26;4;;;0
891841125;20;0;;United States of America;1,2,3,4,5,6,8,9;1;16;20;5;;;0
891290058;21;0;;United States of America;;1;18;24;0;;;0
891642285;26;0;;Chile;1;1;16;40;0;1.0;;0
891731652;25;100;;United Kingdom (Great Britain);1,3,5,6,9,11;1;22;28;10;;;0
892204791;31;666;;France;1;1;79;92;3;;;0
892269561;22;151;;United States of America;;0;19;25;823;1.0;;0
891724935;44;83;;United Kingdom (Great Britain);1,2;1;41;47;12;;;0
891266415;20;1000;;Chile;;1;17;45;1;;;0
891935640;63;666;;Canada;1,2,3,4,6,7,8,9;1;44;99;90;;;0
891656853;39;423;;United States of America;;0;36;42;26;;;0
891522666;26;0;;Germany;3,4;1;23;29;0;1.0;1.0;4056
891644466;33;500;;Chile;;1;30;36;6;;;0
891869202;28;333;;United States of America;1;1;25;31;18;;;0
891956277;41;0;;Italy;1;1;38;44;0;;;0
891178161;20;911;;Argentina;1,2;1;17;81;34;;;0
891297888;20;0;;Germany;1,2,3;1;24;30;1;;;0
891581430;36;299;;United States of America;1;0;33;39;287;;;0
892391415;23;750;;Chile;1;1;20;26;4;;;0
891271503;19;880;;United States of America;1,2;1;16;22;50;;;0
891130761;42;393;;United Arab Emirates;1;1;16;45;33;;;0
892298247;21;41;;United States of America;;1;18;24;24;;;0
891530622;38;500;;Spain;1;1;35;41;2;;;0
892138689;19;375;16.0;France;1;1;16;22;32;1.0;1.0;10400
892043526;27;838;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23;1;24;30;99;1.0;;0
892062006;34;333;;Canada;1,2,3;1;19;32;3;1.0;;0
892277679;21;0;;Chile;;1;18;24;0;;;0
892080138;48;125;;Argentina;11;1;45;51;16;;;0
891866973;33;0;;Italy;;1;30;36;0;;;0
891088554;52;250;;Italy;2,3,4;1;23;44;4;;;0
891098208;25;0;;United Arab Emirates;1,2,3,4,6;1;22;28;0;;;0
892341006;21;0;;United States of America;1,2,4,22,23,24;1;18;24;0;;;0
891346881;48;157;;Germany;1,2,3,4,5,6;1;79;83;19;;;0
891984783;43;41;;Argentina;;1;40;46;24;;;0
891911235;48;571;;France;1,2,3,5,6,8,9,10,12,13,14,15,16,17,19,20,21;1;45;51;14;;;0
891586542;35;764;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14;1;23;38;102;;;0
892417395;26;500;;Spain;1;1;23;49;2;;;0
891285387;20;0;;United States of America;;1;17;23;0;;;0
892317243;37;333;;China;1,2,3,4;1;34;40;30;;;0
891877182;56;586;;Belgium;1;1;16;50;29;1.0;;0
891770610;37;352;;United States of America;1,2;1;34;40;51;;;0
892184859;29;0;;United States of America;;1;26;32;0;;;0
891750903;16;714;;Germany;;1;30;45;7;;;0
892052046;28;470;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25;1;25;31;134;1.0;;0
892169475;44;0;;United States of America;8;1;41;47;0;;;0
891967140;38;333;;Italy;;1;35;41;3;;;0
892138965;20;265;;United States of America;1,9,10,11,12,13,14,15,16,17,18,19;1;17;23;113;;;0
891228117;28;500;;Chile;1;1;25;31;2;;;0
892156716;38;1000;;United States of America;2,3,4;1;35;41;6;;;0
892083063;32;346;;United Arab Emirates;1,2,3,4,5,6,7,8,9,11,12,14,15,16,17,19,20,22,23,25;1;29;35;49;;;0
891777420;31;0;;Chile;1,2,3,4,5,6,8,9,11,13;1;28;34;1;;;0
891875067;26;0;;Germany;1;1;23;29;0;;;0
891338001;43;375;;France;2,3,4,5,6;1;40;46;8;;;0
891526959;48;500;;Italy;1,2,3,4,5,6;1;45;51;8;;;0
891671796;32;0;;Canada;1,3;1;29;35;2;1.0;1.0;9854
891221790;47;285;;United Kingdom (Great Britain);;1;44;50;7;;;0
891315957;28;0;;United States of America;1,2,3,4,5,7,8,9;1;25;31;0;;;0
891583221;34;0;;Spain;;1;31;37;0;;;0
892371951;33;285;;Israel;;1;30;36;14;1.0;;0
892408899;25;400;;Spain;1,3,6,8;1;22;28;5;;;0
892427355;34;1000;;Australia;1,2;1;31;37;1;;;0
891079950;28;0;;Argentina;;1;25;31;0;;;0
891721851;27;411;10.0;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18;1;23;29;90;1.0;1.0;18174
891212739;26;285;;United States of America;1;1;23;29;7;;;0
891129843;59;243;;Italy;4;1;43;62;37;;;0
892356084;32;666;;United States of America;;1;29;35;3;;;0
892310103;41;0;;Spain;1;1;38;44;3;;;0
891521208;27;800;;France;1,2;1;24;30;5;;;0
892406061;24;800;;United Arab Emirates;1;1;16;27;5;;;0
891242916;27;200;;Israel;1,2,3,4,5,6,7;1;24;30;10;1.0;1.0;6292
891796434;34;666;;United States of America;1,2;1;24;47;78;;;0
891898974;28;287;;United States of America;;0;25;31;181;;;0
891138870;49;500;;Argentina;;1;46;52;2;;;0
891267141;31;1000;;France;1,2;1;28;34;4;;;0
892071762;27;800;;United States of America;1,2,3,4,6,7,8,10,11,16,17,18,20,21,22;1;18;24;5;;;0
892049943;23;0;;Portugal;;1;20;26;0;;;0
891193638;45;0;;Germany;;1;42;48;0;;;0
891097962;21;1000;;United States of America;1,2;1;18;24;1;;;0
891327708;32;666;;United States of America;1;1;29;35;3;;;0
891402387;39;357;;United States of America;1,2,3,4,5,6,7,8,9,10,11;1;36;42;14;;;0
891297465;25;0;;Switzerland;;1;22;28;0;;;0
892067988;24;1000;;United States of America;;1;21;27;1;;;0
892121763;34;557;;United States of America;1,2,3,4,5,6,8,9,11,13,14,16,17,19,21,22;1;31;37;104;;;0
891357237;22;0;;Argentina;;1;19;25;8;;;0
892384635;35;166;;Puerto Rico;1,2,3,4,5,6,7,8,9,10,11,13,15,17,18,19,20,21,23,24,25,26,27,28,29,30,60;1;32;38;6;;;0
892082847;21;333;;Portugal;;1;18;24;3;;;0
891593490;29;421;;United Arab Emirates;1,2,3,4,5,6,7,8,9,10,11,12;1;26;32;19;;;0
891075942;31;0;;Germany;1,2,3,4;1;28;34;4;;;0
891765819;41;319;76.0;Italy;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18;1;25;37;667;1.0;1.0;16601
891959568;16;0;;Spain;1;1;16;20;0;;;0
892162431;29;742;;Italy;1,2,3,4,5,6,7,8,9,10,12;1;20;27;66;;;0
892192920;31;0;;United States of America;1;0;28;34;0;;;0
891628638;44;500;;United Arab Emirates;1,2,7;1;25;40;22;;;0
891636021;24;1000;;United Kingdom (Great Britain);3;1;21;27;1;;;0
892037484;23;133;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18,19,21,22;1;20;26;15;;;0
892350837;33;422;;United States of America;1,2,3,4,6,7,9,10;0;27;33;372;;;0
891239880;23;0;;Spain;;1;20;26;0;;;0
892135473;32;0;;Italy;;1;29;35;4;;;0
891726135;43;163;;Israel;1,2;1;40;46;49;;;0
891337632;52;333;;United States of America;;1;49;55;12;;;0
892304577;30;729;;Israel;1,2,3,4,5,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29;1;27;33;155;;;0
891900591;40;571;;Canada;1;1;27;33;7;;;0
892263336;42;333;;Spain;1,2,4;1;39;45;9;;;0
892021149;24;763;;United Arab Emirates;1,2,3,4,5,6,7,8,9,10,11,12;1;21;34;38;1.0;;0
891704862;29;1000;;Spain;1;1;27;31;1;;;0
891352245;42;0;;United Arab Emirates;;1;39;45;0;;;0
891763539;20;125;;United States of America;;1;17;23;8;;;0
891940992;45;391;;Argentina;1,2;1;21;40;46;;;0
891284784;40;0;;United States of America;1;1;37;43;0;;;0
891627108;29;37;;United Kingdom (Great Britain);1;1;17;36;27;;;0
892381650;32;66;;Israel;1,2,3,4,5,9,15,17,18,22;1;29;35;15;;;0
891444981;24;0;;United States of America;;1;21;27;0;;;0
892060539;18;769;;Spain;1,2,3,4,5,9,10,11,12,13,14,15,17,18,19,20,21,23;1;18;21;52;;;0
891909156;37;769;;United States of America;1;1;19;36;13;;;0
891551100;26;0;;Portugal;1,3,4,5,6,7,9,10,11,13;1;23;29;2;;;0
892404816;38;0;;Spain;1;1;35;41;20;;;0
892307541;21;166;;United States of America;1,2,3,4,5,6,7,8;1;18;24;12;;;0
891884064;30;0;;Italy;1,2,3;1;27;33;0;;;0
891982983;27;0;;Argentina;1;1;18;35;12;;;0
891920361;52;277;;Italy;;1;49;55;18;;;0
891288810;24;0;;United States of America;2,4,5;1;21;27;0;1.0;1.0;9087
891957261;34;475;;United States of America;1,2,3,4,5,6,7,8,9,10;1;31;37;40;;;0
891392151;46;0;;Belgium;1;1;43;49;0;;;0
891056019;22;437;;United States of America;1;1;23;27;16;;;0
891213531;56;429;;Belgium;1,2,3,4,5,6,7;1;53;59;114;;;0
891934305;19;571;;United States of America;;1;16;22;7;;;0
892214280;37;0;;France;;1;34;40;0;;;0
891250821;53;0;;Chile;;1;50;56;0;;;0
891392469;26;0;;Chile;2,3,4,5,6;1;18;40;0;;;0
891341628;44;96;;Germany;1,2,3,5,6,7,9;1;41;47;31;;;0
892086246;19;0;;United States of America;1,2,3,4,6;1;16;22;0;;;0
892052037;25;200;;France;1,2;1;22;28;5;;;0
891295089;47;375;;United States of America;;1;44;50;8;;;0
891354705;28;222;;United States of America;;1;25;31;9;;;0
892125609;60;353;;Israel;1,2,3,4,5,7,9,10,11,12,14,16,17,18,19;0;50;63;354;;;0
892217883;35;76;;France;1,2;1;32;38;13;;;0
891231363;24;0;;United States of America;1,2,3,4,5,6,7;1;21;27;6;;;0
892149588;31;500;;United States of America;1,2,4;1;28;34;8;;;0
891367467;42;731;;United States of America;1,2;1;39;45;67;1.0;;0
891053538;30;470;;United Arab Emirates;;1;27;33;17;;;0
892310013;26;666;;France;;1;19;28;3;;;0
891700329;29;0;;United States of America;1,2,3,4,5,6,7,8;1;26;32;0;;;0
891355134;21;0;;United States of America;;1;18;27;0;;;0
891975078;21;0;;France;;1;18;24;5;;;0
891173400;28;0;;Argentina;;1;25;31;2;;;0
891856455;21;1000;;United States of America;;1;18;24;1;1.0;;0
891337095;21;500;;Chile;1,2;1;18;24;6;;;0
892131591;28;1000;;United States of America;;1;25;31;1;;;0
892210746;36;58;;United Kingdom (Great Britain);18,2;1;33;39;17;;;0
892368579;23;0;;United States of America;;1;20;26;0;;;0
892198320;22;90;;Argentina;1;1;19;25;11;;;0
891413859;51;377;;United States of America;;1;18;29;53;;;0
891388485;30;444;;United States of America;1;1;16;34;9;;;0
891225525;22;0;;United States of America;1,2,3,5,6,7,8;1;19;25;1;;;0
891268983;26;0;;United States of America;1,2,3,4;1;23;29;4;;;0
892366722;32;666;;United States of America;1;1;29;35;6;;;0
891894153;28;0;;Argentina;1,2,5;1;25;31;0;;;0
891517659;19;111;;United States of America;1,2;1;16;22;9;;;0
891440187;23;714;;United Arab Emirates;1;1;20;26;14;1.0;;0
892292688;19;0;;United States of America;1,2,3,4,5,6,7,8,10,11,12,13,15,17,19,21,22,23,24,26,27,29;1;16;22;0;;;0
892326954;26;557;;United Kingdom (Great Britain);;0;23;29;323;;;0
891717891;18;428;;United States of America;1,2,3,5,6,8,9,11,12,13,14,15,17;1;15;21;7;;;0
